19,18
20,16
4,3
45,39
40,41
6,6
30,23
45,45
21,20
18,18
12,8
7,2
1,1
2,0
20,18
12,3
19,20
38,34
37,23
39,36
31,26
36,31
34,30
24,19
13,8
21,8
35,23
5,3
11,0
12,8
20,4
7,2
13,9
4,2
4,2
5,0
22,21
7,4
41,31
9,9
23,2
23,23
40,27
38,38
19,19
25,15
40,28
23,19
25,25
1,1
28,28
12,11
11,3
16,9
12,11
14,5
23,21
9,8
10,9
8,3
9,8
3,2
33,31
11,11
4,3
9,8
22,12
35,31
17,17
28,36
17,2
45,45
29,19
35,34
28,23
8,3
17,3
26,19
3,1
6,2
43,28
17,16
22,20
6,2
17,18
15,14
37,37
2,2
25,25
9,7
10,5
10,7
10,7
38,38
21,20
4,0
17,12
13,7
30,14
41,26
42,25
28,23
16,5
20,14
18,10
31,28
11,8
10,8
15,8
40,31
20,16
19,16
3,1
37,37
12,0
21,9
30,29
39,36
4,1
5,3
14,14
32,32
24,22
25,22
24,22
54,49
28,26
2,0
32,30
4,2
11,9
56,57
10,8
3,1
35,25
20,18
16,14
17,14
10,7
21,18
