19,18
20,16
4,3
45,39
40,41
6,6
30,23
45,45
21,20
18,18
12,8
7,2
1,1
2,0
20,18
12,3
19,20
38,34
37,23
39,36
31,26
36,31
34,30
24,19
13,8
21,8
35,23
5,3
11,0
12,8
20,4
7,2
13,9
4,2
4,2
5,0
22,21
7,4
41,31
9,9
23,2
23,23
40,27
38,38
19,19
25,15
40,28
23,19
25,25
1,1
28,28
12,11
11,3
16,9
12,11
14,5
23,21
9,8
10,9
8,3
9,8
3,2
33,31
11,11
4,3
9,8
22,12
35,31
17,17
28,36
17,2
45,45
29,19
35,34
28,23
8,3
17,3
26,19
3,1
6,2
43,28
17,16
22,20
6,2
17,18
15,14
37,37
2,2
25,25
9,7
10,5
10,7
10,7
38,38
21,20
4,0
17,12
13,7
30,14
41,26
42,25
28,23
16,5
20,14
18,10
31,28
11,8
10,8
15,8
40,31
20,16
19,16
3,1
37,37
12,0
21,9
30,29
39,36
4,1
5,3
14,14
32,32
24,22
25,22
24,22
54,49
28,26
2,0
32,30
4,2
11,9
56,57
10,8
3,1
35,25
20,18
16,14
17,14
10,7
21,18
14,8
15,10
19,11
3,3
27,27
28,28
4,4
27,27
36,26
4,3
14,12
4,4
21,9
12,10
4,0
21,21
12,18
1,0
6,6
15,16
2,2
26,19
22,7
3,3
1,0
21,8
16,16
18,19
8,6
25,18
5,5
19,19
37,24
20,20
17,6
28,25
10,7
13,9
27,14
3,3
11,11
18,5
8,8
26,22
23,23
33,30
13,10
18,10
28,28
25,19
22,9
43,22
19,18
19,19
48,53
9,7
4,4
4,4
34,33
38,22
4,4
40,40
28,17
17,17
19,5
21,2
35,33
18,18
7,2
20,20
4,3
39,39
15,7
26,19
11,1
16,11
15,11
29,22
14,7
13,11
21,21
23,10
13,6
34,20
38,35
20,20
3,1
9,7
16,11
39,38
29,27
26,24
38,19
36,19
8,3
28,17
25,25
7,6
46,40
19,6
5,3
31,30
38,37
23,23
19,23
17,11
30,23
21,18
28,23
29,7
39,39
20,8
31,12
4,2
28,7
12,8
22,22
30,23
9,3
32,30
41,33
45,45
31,26
31,31
37,35
36,30
43,43
14,10
47,44
13,7
42,40
42,18
4,1
8,4
8,3
12,6
52,48
31,27
24,18
46,46
39,38
37,27
51,51
45,43
8,6
49,49
28,27
2,0
29,27
8,5
33,7
32,28
39,9
11,1
19,7
40,36
18,18
17,11
49,43
45,39
39,36
27,16
28,13
14,4
46,44
33,31
7,4
31,28
5,0
22,15
20,7
14,9
29,19
35,35
22,6
6,3
12,9
46,45
16,16
16,15
24,23
9,9
13,11
24,15
30,31
8,4
23,15
37,37
10,10
23,23
49,60
20,9
18,10
33,19
19,6
36,38
35,23
13,12
32,25
37,15
13,11
17,17
38,38
31,31
32,35
15,10
41,27
39,33
4,3
27,28
56,49
38,38
26,27
22,20
8,1
25,21
49,40
39,35
28,14
11,4
14,11
23,15
30,30
20,17
43,43
43,40
15,10
10,1
35,30
33,31
13,8
23,20
12,7
30,26
27,19
28,26
4,1
6,3
38,38
11,8
8,3
27,23
8,5
44,44
27,21
15,9
29,27
29,15
38,36
33,18
40,19
30,19
33,30
31,19
42,25
25,15
8,4
